,D,n,Time
0,10.0,1000.0,294.0420882701874
1,10.0,10000.0,2946.6775510311127
2,10.0,50000.0,14518.662937641144
3,10.0,100000.0,29010.43534207344
4,50.0,1000.0,288.02122378349304
5,50.0,10000.0,2885.169064283371
6,50.0,50000.0,14467.734656572342
7,50.0,100000.0,28930.818470478058
8,100.0,1000.0,288.2192704677582
9,100.0,10000.0,2903.208485841751
10,100.0,50000.0,14531.934876680374
11,100.0,100000.0,29117.736950159073
