,D,n,Time
0,10.0,1000.0,1.1537466049194336
1,10.0,10000.0,11.462228775024414
2,10.0,50000.0,57.31855583190918
3,10.0,100000.0,115.34323740005493
4,50.0,1000.0,1.3411917686462402
5,50.0,10000.0,13.315812826156616
6,50.0,50000.0,66.70701432228088
7,50.0,100000.0,133.7056040763855
8,100.0,1000.0,1.5337860584259033
9,100.0,10000.0,15.119941234588623
10,100.0,50000.0,77.90203094482422
11,100.0,100000.0,156.0611388683319
