,D,n,Time
0,10.0,1000.0,11.977187871932983
1,10.0,10000.0,119.89909863471985
2,10.0,50000.0,594.7115435600281
3,10.0,100000.0,1195.6223602294922
4,50.0,1000.0,13.674339771270752
5,50.0,10000.0,135.9649248123169
6,50.0,50000.0,689.8887093067169
7,50.0,100000.0,1487.259403705597
8,100.0,1000.0,15.70617961883545
9,100.0,10000.0,156.93701767921448
10,100.0,50000.0,806.7799561023712
11,100.0,100000.0,1770.8308453559875
