	D	n	Time
0	10.0	100.0	1.010127305984497
1	10.0	1000.0	9.239940881729126
2	10.0	5000.0	46.116427421569824
3	10.0	10000.0	92.58101415634155
4	50.0	100.0	0.6240880489349365
5	50.0	1000.0	9.257086277008057
6	50.0	5000.0	46.405656814575195
7	50.0	10000.0	92.36438989639282
