,D,n,Time
0,10.0,1000.0,24.75491976737976
1,10.0,10000.0,245.21538925170898
2,10.0,50000.0,1186.8147358894348
3,10.0,100000.0,2380.1840538978577
4,50.0,1000.0,25.07025718688965
5,50.0,10000.0,246.63586139678955
6,50.0,50000.0,1230.0266470909119
7,50.0,100000.0,2496.1508922576904
8,100.0,1000.0,30.94626498222351
9,100.0,10000.0,279.2821569442749
10,100.0,50000.0,1450.578400850296
11,100.0,100000.0,2796.2019472122192
