	D	n	Time
0	10.0	100.0	0.23991060256958008
1	10.0	1000.0	3.4833316802978516
2	10.0	5000.0	17.54340434074402
3	10.0	10000.0	35.105130434036255
4	50.0	100.0	0.25948214530944824
5	50.0	1000.0	3.6741576194763184
6	50.0	5000.0	18.501149892807007
7	50.0	10000.0	38.03208255767822
