	D	n	time
0	10.0	100.0	0.7313308715820312
1	10.0	1000.0	1.2364935874938965
2	10.0	5000.0	11.772675037384033
3	10.0	10000.0	20.796106576919556
4	50.0	100.0	0.7331509590148926
5	50.0	1000.0	5.350089073181152
6	50.0	5000.0	19.693236351013184
7	50.0	10000.0	34.74398350715637
